VARIABLE,PERIOD,MATH,REGION,SUBAREA,PROD,UNITS,VALUE,NOTES,PRODUCT_LONG_NAME,ALGORITHM,TIME_START,TIME_END,DURATION,INPUT_FILE_NAME,ALGORITHM_REFERENCE,SENSOR,SOURCE_DATA_VERSION,SOURCE_DATA_URL,SOURCE_DATA_DOI,TITLE,CONTRIBUTOR_NAME
ANNUAL_PSC_PICO_MEDIAN,A_1998,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_PICO-TURNER,mg m^-3,0.1442914,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1998-01-01T00:00:00Z,2022-12-31T23:59:59Z,25 years,AA_1998_2022-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Annual range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199907,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_PICO-TURNER,mg m^-3,0.1706459,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199907,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_PICO-TURNER,mg m^-3,0.1920550,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199908,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_PICO-TURNER,mg m^-3,0.1707924,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199908,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_PICO-TURNER,mg m^-3,0.1802427,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199908,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_PICO-TURNER,mg m^-3,0.1882203,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199909,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_PICO-TURNER,mg m^-3,0.1281437,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199909,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_PICO-TURNER,mg m^-3,0.1461641,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199909,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_PICO-TURNER,mg m^-3,0.1738783,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199910,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_PICO-TURNER,mg m^-3,0.1534058,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199910,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_PICO-TURNER,mg m^-3,0.1561969,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199910,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_PICO-TURNER,mg m^-3,0.1837470,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199911,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_PICO-TURNER,mg m^-3,0.1534909,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199911,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_PICO-TURNER,mg m^-3,0.1699386,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199911,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_PICO-TURNER,mg m^-3,0.1755095,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199912,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_PICO-TURNER,mg m^-3,0.1070680,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199912,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_PICO-TURNER,mg m^-3,0.1509313,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199912,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_PICO-TURNER,mg m^-3,0.1658262,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199913,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_PICO-TURNER,mg m^-3,0.1204509,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199913,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_PICO-TURNER,mg m^-3,0.1755383,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199913,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_PICO-TURNER,mg m^-3,0.1777529,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199914,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_PICO-TURNER,mg m^-3,0.1086918,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199914,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_PICO-TURNER,mg m^-3,0.1529065,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199914,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_PICO-TURNER,mg m^-3,0.1496442,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199915,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_PICO-TURNER,mg m^-3,0.1144048,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199915,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_PICO-TURNER,mg m^-3,0.1504578,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199915,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_PICO-TURNER,mg m^-3,0.1594247,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_PICO_MEDIAN,W_199916,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_PICO-TURNER,mg m^-3,0.1247146,Spatial median of the temporal mean,picoplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_PICO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_PICO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
