VARIABLE,PERIOD,MATH,REGION,SUBAREA,PROD,UNITS,VALUE,NOTES,PRODUCT_LONG_NAME,ALGORITHM,TIME_START,TIME_END,DURATION,INPUT_FILE_NAME,ALGORITHM_REFERENCE,SENSOR,SOURCE_DATA_VERSION,SOURCE_DATA_URL,SOURCE_DATA_DOI,TITLE,CONTRIBUTOR_NAME
ANNUAL_PSC_MICRO_MEDIAN,A_1998,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_MICRO-TURNER,mg m^-3,0.4302118,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1998-01-01T00:00:00Z,2022-12-31T23:59:59Z,25 years,AA_1998_2022-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Annual range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199940,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_MICRO-TURNER,mg m^-3,0.3034638,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199940,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_MICRO-TURNER,mg m^-3,0.1738267,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199940,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_MICRO-TURNER,mg m^-3,0.1123990,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199941,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_MICRO-TURNER,mg m^-3,0.6298058,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199941,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_MICRO-TURNER,mg m^-3,0.1803830,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199941,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_MICRO-TURNER,mg m^-3,0.1208360,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199942,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_MICRO-TURNER,mg m^-3,0.3934910,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199942,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_MICRO-TURNER,mg m^-3,0.3623760,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199942,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_MICRO-TURNER,mg m^-3,0.1593431,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199943,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_MICRO-TURNER,mg m^-3,0.2119116,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199943,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_MICRO-TURNER,mg m^-3,0.3198866,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199943,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_MICRO-TURNER,mg m^-3,0.1373791,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199944,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_MICRO-TURNER,mg m^-3,0.1941262,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199944,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_MICRO-TURNER,mg m^-3,0.5187403,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199944,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_MICRO-TURNER,mg m^-3,0.09385922,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199945,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_MICRO-TURNER,mg m^-3,0.1820497,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199945,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_MICRO-TURNER,mg m^-3,0.4531817,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199945,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_MICRO-TURNER,mg m^-3,0.1432400,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199946,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_MICRO-TURNER,mg m^-3,0.3998137,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199946,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_MICRO-TURNER,mg m^-3,0.8544149,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199946,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_MICRO-TURNER,mg m^-3,0.2071046,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199947,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_MICRO-TURNER,mg m^-3,0.6956776,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199947,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_MICRO-TURNER,mg m^-3,0.8405478,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199947,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_MICRO-TURNER,mg m^-3,0.2529752,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199948,STACKED_STATS,NES_EPU_NOESTUARIES,GOM,PSC_MICRO-TURNER,mg m^-3,0.5720181,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199948,STACKED_STATS,NES_EPU_NOESTUARIES,GB,PSC_MICRO-TURNER,mg m^-3,0.7246127,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
WEEKLY_PSC_MICRO_MEDIAN,W_199948,STACKED_STATS,NES_EPU_NOESTUARIES,MAB,PSC_MICRO-TURNER,mg m^-3,0.1919658,Spatial median of the temporal mean,microplankton,Turner Phytoplankton Size Class Model,1999-01-01T00:00:00Z,1999-12-31T23:59:59Z,52 weeks,WW_199901_199952-OCCCI-V6.0-L3B4-NWA_SUBSET-PXY_1_298069-PSC_MICRO-TURNER-STACKED_STATS.SAV.SAV,Turner_K. J._C. B. Mouw_K. J. W. Hyde_R. Morse_and A. B. Ciochetto (2021)_Optimization and assessment of phytoplankton size class algorithms for ocean color data on the Northeast U.S. continental shelf_Remote Sensing of Environment_267_112729_doi:https://doi.org/10.1016/j.rse.2021.112729.,Ocean Color Climate Change Initiative,V6.0,http://www.esa-oceancolour-cci.org/,NA,Weekly range PSC_MICRO data (Turner Phytoplankton Size Class Model) from the OC-CCI dataset,Kimberly Hyde | kimberly.hyde@noaa.gov | NEFSC
